Location,count_week,vap,wet,pet,pre,tmn,tmp,tmx,dtr,Week,Epi_Week,Total_cases,Cum_cases,Weeks,Month,Year,Country,Population,Latitude,Longitude
PUJEHUN,64,19.4694008355417,11.1434654234424,4.45855775488218,129.672425994197,21.7669280339558,27.196830569211,32.6769564567404,32.6769564567404,17 to 23 March 2014 (2014-W12), 2014-W12 ,0,0,2014-03-18,3,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,65,20.5715628773373,12.6657034122248,4.35459651533235,152.288363165302,21.7986496909189,27.0656754673813,32.3836735848909,32.3836735848909,24 to 30 March 2014 (2014-W13), 2014-W13 ,0,0,2014-03-25,3,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,66,21.45,13.77,4.2,164.25,21.6,26.7,31.85,31.85,31 March to 06 April 2014 (2014-W14), 2014-W14 ,0,0,2014-04-01,4,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,67,22.0772609086844,14.3554997776269,3.98596333522773,162.41165446589,21.1830907234512,26.1057936548508,31.075074724822,31.075074724822,07 to 13 April 2014 (2014-W15), 2014-W15 ,0,0,2014-04-08,4,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,68,22.5100276588101,14.5828384193849,3.73666663141979,151.646676627579,20.6462054813101,25.3907385943407,30.1781896980297,30.1781896980297,14 to 20 April 2014 (2014-W16), 2014-W16 ,0,0,2014-04-15,4,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,69,22.8260156433631,14.6780243704086,3.48453624499581,138.833174573924,20.1091708580604,24.6879401495322,29.3086750872755,29.3086750872755,21 to 27 April 2014 (2014-W17), 2014-W17 ,0,0,2014-04-22,4,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,70,23.1029402553293,14.8670660758328,3.26199853237543,130.849256393784,19.6918134381861,24.1305036514883,28.6158610602118,28.6158610602118,28 April to 04 May 2014 (2014-W18), 2014-W18 ,0,0,2014-04-29,4,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,71,23.4120999924999,15.3559592932696,3.0988670341779,133.969857487072,19.5034095119015,23.8396559153413,28.2353979329407,28.2353979329407,05 to 11 May 2014 (2014-W19), 2014-W19 ,0,0,2014-05-06,5,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,72,23.7501969460274,16.1180522878846,2.99458130734259,147.458030744718,19.5305881985365,23.7985360085351,28.1439077472919,28.1439077472919,12 to 18 May 2014 (2014-W20), 2014-W20 ,0,0,2014-05-13,5,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,73,24.0658064931039,16.9765981684259,2.92898479030578,166.053033890563,19.6808514103989,23.9011941290372,28.2154136584678,28.2154136584678,19 to 25 May 2014 (2014-W21), 2014-W21 ,0,0,2014-05-20,5,2014,Sierra Leone,228392,7.3562993,-11.7210635
